2022-09-05 13:07:19,883  ERROR     log_config  Отладочное сообщение
2022-09-05 13:19:47,074  INFO      fronts      run fronts
2022-09-05 13:21:02,645  INFO      fronts      request
2022-09-05 13:22:49,639  INFO      fronts      {'PATH': '/Users/dnazarkin/Documents/GeekBrains/GB_web_patterns/venv/bin:/Library/Frameworks/Python.framework/Versions/3.10/bin:/Library/Frameworks/Python.framework/Versions/3.8/bin:/usr/local/bin:/usr/bin:/bin:/usr/sbin:/sbin', '__CFBundleIdentifier': 'com.jetbrains.pycharm', 'PYTHONPATH': '/Users/dnazarkin/Documents/GeekBrains/GB_web_patterns:/Users/dnazarkin/Documents/GeekBrains/GB_web_patterns:/Applications/PyCharm.app/Contents/plugins/python/helpers/pycharm_matplotlib_backend:/Applications/PyCharm.app/Contents/plugins/python/helpers/pycharm_display', 'SHELL': '/bin/bash', 'PYTHONIOENCODING': 'UTF-8', 'USER': 'dnazarkin', 'TMPDIR': '/var/folders/n5/sg6f333x1fs9ymlf31tdgxyw0000gn/T/', 'COMMAND_MODE': 'unix2003', 'PS1': '(venv) ', 'SSH_AUTH_SOCK': '/private/tmp/com.apple.launchd.Ogeg5npn6F/Listeners', 'VIRTUAL_ENV': '/Users/dnazarkin/Documents/GeekBrains/GB_web_patterns/venv', 'XPC_FLAGS': '0x0', 'PYTHONUNBUFFERED': '1', '__CF_USER_TEXT_ENCODING': '0x1F5:0x7:0x31', 'LOGNAME': 'dnazarkin', 'LC_CTYPE': 'ru_RU.UTF-8', 'XPC_SERVICE_NAME': '0', 'PWD': '/Users/dnazarkin/Documents/GeekBrains/GB_web_patterns/lesson_1/project', 'PYCHARM_HOSTED': '1', 'HOME': '/Users/dnazarkin', 'PYCHARM_DISPLAY_PORT': '63342', 'SERVER_NAME': '1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.ip6.arpa', 'GATEWAY_INTERFACE': 'CGI/1.1', 'SERVER_PORT': '8000', 'REMOTE_HOST': '', 'CONTENT_LENGTH': '', 'SCRIPT_NAME': '', 'SERVER_PROTOCOL': 'HTTP/1.1', 'SERVER_SOFTWARE': 'WSGIServer/0.2', 'REQUEST_METHOD': 'GET', 'PATH_INFO': '/aboutd', 'QUERY_STRING': '', 'REMOTE_ADDR': '127.0.0.1', 'CONTENT_TYPE': 'text/plain', 'HTTP_HOST': '127.0.0.1:8000', 'HTTP_CONNECTION': 'keep-alive', 'HTTP_CACHE_CONTROL': 'max-age=0', 'HTTP_SEC_CH_UA': '"Google Chrome";v="105", "Not)A;Brand";v="8", "Chromium";v="105"', 'HTTP_SEC_CH_UA_MOBILE': '?0', 'HTTP_SEC_CH_UA_PLATFORM': '"macOS"', 'HTTP_DNT': '1', 'HTTP_UPGRADE_INSECURE_REQUESTS': '1', 'HTTP_USER_AGENT': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36', 'HTTP_ACCEPT': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9', 'HTTP_SEC_FETCH_SITE': 'none', 'HTTP_SEC_FETCH_MODE': 'navigate', 'HTTP_SEC_FETCH_USER': '?1', 'HTTP_SEC_FETCH_DEST': 'document', 'HTTP_ACCEPT_ENCODING': 'gzip, deflate, br', 'HTTP_ACCEPT_LANGUAGE': 'ru-RU,ru;q=0.9,en-US;q=0.8,en;q=0.7', 'HTTP_SEC_GPC': '1', 'wsgi.input': <_io.BufferedReader name=7>, 'wsgi.errors': <_io.TextIOWrapper name='<stderr>' mode='w' encoding='utf-8'>, 'wsgi.version': (1, 0), 'wsgi.run_once': False, 'wsgi.url_scheme': 'http', 'wsgi.multithread': False, 'wsgi.multiprocess': False, 'wsgi.file_wrapper': <class 'wsgiref.util.FileWrapper'>} ddd
2022-09-05 13:25:00,614  INFO      fronts      127.0.0.1
2022-09-05 13:25:36,176  INFO      fronts      127.0.0.1 GET /aboutd
2022-09-05 13:25:37,500  INFO      fronts      127.0.0.1 GET /aboutd
2022-09-05 13:26:29,650  INFO      fronts      127.0.0.1 GET /aboutd
2022-09-05 13:26:41,854  INFO      fronts      127.0.0.1 GET /
2022-09-05 13:58:22,420  INFO      fronts      127.0.0.1 GET /contact
2022-09-05 13:58:22,546  INFO      fronts      127.0.0.1 GET /style/search.png
2022-09-05 13:58:22,548  INFO      fronts      127.0.0.1 GET /back.png
2022-09-05 13:58:22,549  INFO      fronts      127.0.0.1 GET /link.png
2022-09-05 13:59:23,862  INFO      fronts      127.0.0.1 GET /contact
2022-09-05 13:59:23,936  INFO      fronts      127.0.0.1 GET /style/search.png
2022-09-05 13:59:23,938  INFO      fronts      127.0.0.1 GET /back.png
2022-09-05 13:59:23,940  INFO      fronts      127.0.0.1 GET /link.png
2022-09-05 14:00:15,744  INFO      fronts      127.0.0.1 GET /index.html
